Order ID,Order Date,Customer ID,Customer Name,Age,Gender,Region,Customer Segment,Category,Product Name,Quantity,Unit Price,Discount,Sales,Profit,Payment Method
ORD-100621,2023-12-15 08:00:00,CUST-1565,Customer 58,34,Female,East,Corporate,Furniture,Office Chair,7,145.49,0.05,967.51,256.04,Credit Card
ORD-100622,2023-05-01 10:00:00,CUST-1686,Customer 134,64,Male,Central,Consumer,Office Supplies,Stapler,4,11.82,0.05,44.92,6.29,Cash
ORD-100623,2023-11-01 19:00:00,CUST-1262,Customer 659,57,Male,Central,Consumer,Office Supplies,Stapler,7,14.11,0.05,93.83,13.37,Cash
ORD-100624,2024-03-17 10:00:00,CUST-1718,Customer 568,25,Male,West,Consumer,Electronics,Smartwatch,5,223.61,0.05,1062.15,243.32,Net Banking
ORD-100625,2023-06-19 17:00:00,CUST-1326,Customer 776,44,Male,South,Consumer,Office Supplies,Stapler,4,11.03,0.0,44.12,3.9,Credit Card
ORD-100626,2023-09-04 13:00:00,CUST-1212,Customer 178,57,Other,South,Consumer,Clothing,Jacket,5,80.03,0.0,400.15,77.0,Credit Card
ORD-100627,2023-09-26 08:00:00,CUST-1749,Customer 468,52,Male,West,Corporate,Clothing,Hoodie,4,42.93,0.2,137.38,40.64,Credit Card
ORD-100628,2024-01-04 13:00:00,CUST-1411,Customer 338,18,Male,East,Consumer,Electronics,Smartphone,5,649.07,0.1,2920.82,255.16,Net Banking
ORD-100629,2023-09-25 08:00:00,CUST-1159,Customer 864,18,Female,South,Corporate,Furniture,Sofa,6,428.89,0.15,2187.34,543.48,UPI
ORD-100630,2024-06-21 14:00:00,CUST-1177,Customer 719,48,Male,West,Home Office,Furniture,Office Chair,7,151.05,0.0,1057.35,129.8,Net Banking
ORD-100631,2023-08-28 15:00:00,CUST-1298,Customer 209,66,Female,East,Consumer,Electronics,Tablet,5,384.09,0.05,1824.43,570.99,Net Banking
ORD-100632,2023-11-13 14:00:00,CUST-1086,Customer 669,20,Male,Central,Consumer,Furniture,Desk,1,213.58,0.0,213.58,39.62,Credit Card
ORD-100633,2023-10-05 11:00:00,CUST-1727,Customer 649,26,Female,Central,Consumer,Electronics,Smartphone,5,638.66,0.15,2714.3,812.32,UPI
ORD-100634,2023-05-14 17:00:00,CUST-1494,Customer 351,27,Female,East,Corporate,Electronics,Laptop,2,757.11,0.0,1514.22,417.06,UPI
ORD-100635,2024-05-15 15:00:00,CUST-1752,Customer 382,34,Male,East,Home Office,Office Supplies,Stapler,2,14.11,0.05,26.81,8.5,UPI
ORD-100636,2023-06-21 11:00:00,CUST-1191,Customer 213,64,Male,South,Home Office,Electronics,Smartphone,7,550.77,0.0,3855.39,846.46,Net Banking
ORD-100637,2023-08-05 13:00:00,CUST-1642,Customer 341,67,Female,South,Consumer,Clothing,Hoodie,4,36.92,0.0,147.68,31.2,Credit Card
ORD-100638,2024-08-01 09:00:00,CUST-1540,Customer 92,33,Female,West,Corporate,Electronics,Laptop,6,811.3,0.0,4867.8,438.62,Cash
ORD-100639,2024-11-23 20:00:00,CUST-1306,Customer 573,56,Male,East,Consumer,Office Supplies,Stapler,3,13.67,0.05,38.96,8.73,Credit Card
ORD-100640,2024-05-04 17:00:00,CUST-1279,Customer 452,18,Female,West,Corporate,Furniture,Lamp,5,38.33,0.1,172.48,38.11,UPI
ORD-100641,2024-10-30 11:00:00,CUST-1100,Customer 548,44,Female,West,Home Office,Clothing,Hoodie,5,34.1,0.2,136.4,33.24,Credit Card
ORD-100642,2024-09-15 16:00:00,CUST-1639,Customer 866,50,Female,West,Corporate,Clothing,Sneakers,7,77.71,0.05,516.77,59.62,UPI
ORD-100643,2023-12-18 16:00:00,CUST-1631,Customer 331,62,Female,Central,Consumer,Furniture,Bookshelf,2,100.13,0.05,190.25,42.96,UPI
ORD-100644,2024-07-16 15:00:00,CUST-1448,Customer 114,60,Female,East,Consumer,Office Supplies,Binder,4,5.95,0.1,21.42,4.34,UPI
ORD-100645,2023-08-28 08:00:00,CUST-1671,Customer 338,21,Female,South,Corporate,Electronics,Smartphone,3,532.69,0.0,1598.07,385.0,Net Banking
ORD-100646,2023-12-03 19:00:00,CUST-1496,Customer 317,39,Male,South,Consumer,Office Supplies,Binder,4,7.12,0.1,25.63,6.62,UPI
ORD-100647,2024-01-26 20:00:00,CUST-1571,Customer 432,21,Male,Central,Consumer,Electronics,Headphones,6,72.23,0.1,390.04,69.26,Credit Card
ORD-100648,2024-12-02 20:00:00,CUST-1797,Customer 759,18,Male,West,Corporate,Furniture,Desk,1,226.31,0.05,214.99,46.46,Credit Card
ORD-100649,2024-09-11 20:00:00,CUST-1269,Customer 893,26,Male,Central,Corporate,Electronics,Smartphone,4,580.88,0.0,2323.52,433.75,Credit Card
ORD-100650,2023-12-24 20:00:00,CUST-1522,Customer 569,66,Male,West,Corporate,Home & Kitchen,Cookware Set,3,132.97,0.0,398.91,114.36,Credit Card
ORD-100651,2024-04-21 17:00:00,CUST-1521,Customer 718,31,Female,West,Consumer,Furniture,Office Chair,7,157.06,0.0,1099.42,324.37,Credit Card
ORD-100652,2023-05-28 08:00:00,CUST-1726,Customer 260,56,Male,Central,Corporate,Office Supplies,Printer Paper,2,17.8,0.15,30.26,4.81,Credit Card
ORD-100653,2024-08-10 14:00:00,CUST-1561,Customer 330,54,Female,South,Corporate,Furniture,Desk,2,237.7,0.05,451.63,67.78,Net Banking
ORD-100654,2024-02-08 11:00:00,CUST-1213,Customer 789,63,Male,South,Consumer,Furniture,Desk,1,257.0,0.05,244.15,64.25,Net Banking
ORD-100655,2024-01-24 10:00:00,CUST-1709,Customer 327,45,Male,East,Consumer,Electronics,Laptop,4,964.91,0.05,3666.66,1059.61,Credit Card
ORD-100656,2024-07-13 18:00:00,CUST-1650,Customer 334,68,Male,Central,Corporate,Home & Kitchen,Cookware Set,1,119.43,0.1,107.49,8.91,Cash
ORD-100657,2024-04-07 18:00:00,CUST-1111,Customer 807,40,Male,East,Consumer,Clothing,Jeans,4,45.2,0.0,180.8,35.33,Credit Card
ORD-100658,2023-02-22 14:00:00,CUST-1589,Customer 721,58,Male,Central,Consumer,Electronics,Laptop,2,986.35,0.0,1972.7,321.72,UPI
ORD-100659,2023-07-30 17:00:00,CUST-1211,Customer 701,58,Male,West,Consumer,Clothing,Hoodie,3,34.48,0.05,98.27,28.2,Credit Card
ORD-100660,2023-05-10 09:00:00,CUST-1217,Customer 652,46,Female,Central,Corporate,Furniture,Sofa,5,411.83,0.0,2059.15,244.54,Credit Card
ORD-100661,2024-06-20 10:00:00,CUST-1322,Customer 588,34,Male,South,Consumer,Electronics,Smartphone,5,571.66,0.0,2858.3,829.27,UPI
ORD-100662,2023-01-26 19:00:00,CUST-1251,Customer 495,26,Male,East,Consumer,Office Supplies,Notebook,1,4.56,0.05,4.33,1.12,UPI
ORD-100663,2023-05-28 13:00:00,CUST-1649,Customer 643,22,Male,South,Consumer,Electronics,Tablet,2,307.23,0.0,614.46,189.0,UPI
ORD-100664,2024-03-12 15:00:00,CUST-1156,Customer 32,43,Male,Central,Consumer,Electronics,Smartwatch,3,180.47,0.15,460.2,159.86,Cash
ORD-100665,2024-05-22 14:00:00,CUST-1714,Customer 52,38,Male,West,Consumer,Clothing,Jacket,4,80.26,0.1,288.94,60.29,Credit Card
ORD-100666,2024-01-03 10:00:00,CUST-1044,Customer 783,28,Male,West,Consumer,Electronics,Smartwatch,7,173.75,0.2,973.0,261.58,UPI
ORD-100667,2024-09-20 18:00:00,CUST-1222,Customer 84,57,Female,West,Consumer,Home & Kitchen,Blender,1,52.58,0.2,42.06,11.43,Credit Card
ORD-100668,2024-11-01 17:00:00,CUST-1362,Customer 585,26,Female,East,Consumer,Office Supplies,Stapler,1,12.16,0.0,12.16,3.75,Credit Card
ORD-100669,2023-04-07 16:00:00,CUST-1403,Customer 284,42,Female,East,Consumer,Clothing,T-Shirt,5,16.74,0.0,83.7,18.41,Credit Card
ORD-100670,2024-11-26 12:00:00,CUST-1707,Customer 671,40,Female,Central,Consumer,Office Supplies,Printer Paper,7,21.55,0.05,143.31,15.63,Credit Card
ORD-100671,2024-03-24 16:00:00,CUST-1486,Customer 425,68,Male,East,Consumer,Home & Kitchen,Storage Box,6,14.52,0.0,87.12,30.01,Cash
ORD-100672,2024-04-09 20:00:00,CUST-1423,Customer 273,23,Male,West,Consumer,Furniture,Bookshelf,4,103.27,0.2,330.46,31.51,UPI
ORD-100673,2023-03-11 16:00:00,CUST-1132,Customer 640,62,Female,South,Consumer,Office Supplies,Printer Paper,1,18.26,0.0,18.26,6.21,UPI
ORD-100674,2024-03-29 14:00:00,CUST-1034,Customer 882,53,Male,Central,Consumer,Office Supplies,Printer Paper,5,16.11,0.05,76.52,11.4,Credit Card
ORD-100675,2024-06-13 11:00:00,CUST-1633,Customer 704,59,Male,East,Consumer,Home & Kitchen,Storage Box,4,14.26,0.05,54.19,11.54,Credit Card
ORD-100676,2024-02-28 14:00:00,CUST-1460,Customer 206,58,Female,Central,Consumer,Electronics,Laptop,4,871.34,0.15,2962.56,997.43,UPI
ORD-100677,2023-03-03 12:00:00,CUST-1376,Customer 796,58,Female,East,Consumer,Office Supplies,Pen Set,4,7.79,0.05,29.6,7.78,Credit Card
ORD-100678,2024-01-17 15:00:00,CUST-1402,Customer 898,40,Male,Central,Home Office,Clothing,Jeans,4,41.94,0.05,159.37,37.95,Credit Card
ORD-100679,2024-11-14 08:00:00,CUST-1715,Customer 244,48,Male,East,Consumer,Furniture,Sofa,6,569.1,0.0,3414.6,573.62,Credit Card
ORD-100680,2024-06-12 10:00:00,CUST-1365,Customer 585,36,Male,East,Corporate,Home & Kitchen,Cookware Set,2,121.46,0.05,230.77,36.68,Net Banking
ORD-100681,2023-04-11 18:00:00,CUST-1438,Customer 673,64,Male,South,Consumer,Furniture,Sofa,1,564.04,0.1,507.64,45.1,UPI
ORD-100682,2024-12-01 12:00:00,CUST-1412,Customer 560,29,Male,East,Consumer,Electronics,Headphones,1,72.59,0.05,68.96,16.43,Credit Card
ORD-100683,2024-11-30 13:00:00,CUST-1666,Customer 895,48,Female,East,Consumer,Office Supplies,Binder,3,5.49,0.1,14.82,2.91,UPI
ORD-100684,2023-05-04 15:00:00,CUST-1179,Customer 227,28,Male,East,Consumer,Furniture,Sofa,4,508.13,0.0,2032.52,285.69,Net Banking
ORD-100685,2024-08-07 13:00:00,CUST-1039,Customer 188,37,Male,West,Corporate,Electronics,Laptop,6,802.79,0.0,4816.74,885.02,Credit Card
ORD-100686,2023-10-24 17:00:00,CUST-1766,Customer 797,68,Male,South,Consumer,Electronics,Tablet,4,311.01,0.2,995.23,332.46,Credit Card
ORD-100687,2024-03-09 11:00:00,CUST-1351,Customer 63,28,Female,East,Corporate,Electronics,Tablet,4,300.27,0.0,1201.08,371.22,Net Banking
ORD-100688,2023-11-21 17:00:00,CUST-1461,Customer 29,64,Male,East,Corporate,Clothing,T-Shirt,7,15.78,0.05,104.94,20.59,Net Banking
ORD-100689,2024-07-25 10:00:00,CUST-1335,Customer 806,60,Male,South,Corporate,Home & Kitchen,Coffee Maker,6,77.95,0.05,444.32,153.11,UPI
ORD-100690,2024-12-28 12:00:00,CUST-1235,Customer 763,37,Female,East,Consumer,Office Supplies,Binder,5,5.69,0.15,24.18,4.95,Credit Card
ORD-100691,2024-08-03 15:00:00,CUST-1155,Customer 122,37,Male,East,Consumer,Electronics,Tablet,3,405.43,0.0,1216.29,211.96,Credit Card
ORD-100692,2024-11-10 19:00:00,CUST-1542,Customer 743,18,Male,East,Corporate,Office Supplies,Stapler,2,10.97,0.0,21.94,4.05,Net Banking
ORD-100693,2024-11-21 11:00:00,CUST-1449,Customer 648,59,Male,South,Consumer,Home & Kitchen,Cookware Set,7,116.89,0.15,695.5,219.88,UPI
ORD-100694,2023-03-07 15:00:00,CUST-1500,Customer 815,52,Other,West,Corporate,Clothing,T-Shirt,4,17.66,0.05,67.11,10.22,Credit Card
ORD-100695,2023-07-04 08:00:00,CUST-1600,Customer 349,69,Female,Central,Consumer,Furniture,Bookshelf,1,92.25,0.05,87.64,12.27,Credit Card
ORD-100696,2024-06-10 08:00:00,CUST-1239,Customer 292,33,Female,Central,Corporate,Electronics,Smartwatch,4,219.4,0.0,877.6,297.81,Credit Card
ORD-100697,2024-03-06 17:00:00,CUST-1394,Customer 320,38,Female,West,Corporate,Home & Kitchen,Coffee Maker,1,79.95,0.0,79.95,22.25,UPI
ORD-100698,2023-02-06 17:00:00,CUST-1480,Customer 591,53,Female,Central,Consumer,Home & Kitchen,Coffee Maker,7,59.74,0.15,355.45,101.74,UPI
ORD-100699,2023-03-11 12:00:00,CUST-1665,Customer 846,35,Male,South,Home Office,Electronics,Tablet,4,337.7,0.05,1283.26,359.16,Credit Card
ORD-100700,2024-01-15 16:00:00,CUST-1078,Customer 846,34,Male,Central,Corporate,Clothing,Jacket,6,85.48,0.15,435.95,115.26,UPI
ORD-100701,2024-03-25 12:00:00,CUST-1234,Customer 316,26,Male,South,Consumer,Electronics,Smartphone,4,527.04,0.2,1686.53,176.47,Cash
ORD-100702,2023-05-03 11:00:00,CUST-1157,Customer 61,69,Male,East,Consumer,Electronics,Smartphone,1,642.8,0.05,610.66,173.12,UPI
ORD-100703,2023-05-06 13:00:00,CUST-1238,Customer 367,42,Female,West,Corporate,Clothing,Jacket,5,70.56,0.05,335.16,49.34,Credit Card
ORD-100704,2023-04-05 12:00:00,CUST-1747,Customer 403,58,Male,Central,Corporate,Office Supplies,Pen Set,5,7.96,0.05,37.81,4.38,Net Banking
ORD-100705,2024-02-17 18:00:00,CUST-1133,Customer 15,52,Male,East,Home Office,Furniture,Bookshelf,2,89.74,0.1,161.53,55.79,Credit Card
ORD-100706,2023-01-06 13:00:00,CUST-1600,Customer 879,49,Male,East,Corporate,Home & Kitchen,Storage Box,6,15.79,0.05,90.0,7.88,UPI
ORD-100707,2024-02-22 12:00:00,CUST-1627,Customer 166,34,Male,East,Consumer,Clothing,Sneakers,2,98.79,0.0,197.58,17.49,Credit Card
ORD-100708,2023-12-14 14:00:00,CUST-1595,Customer 521,34,Other,East,Consumer,Electronics,Smartphone,5,643.41,0.15,2734.49,447.57,UPI
ORD-100709,2023-12-07 17:00:00,CUST-1118,Customer 325,43,Female,South,Corporate,Office Supplies,Stapler,6,14.0,0.05,79.8,24.57,UPI
ORD-100710,2024-05-10 11:00:00,CUST-1066,Customer 642,25,Male,East,Consumer,Clothing,Jacket,1,82.83,0.15,70.41,24.22,Credit Card
ORD-100711,2024-01-17 20:00:00,CUST-1119,Customer 599,45,Female,Central,Home Office,Office Supplies,Printer Paper,3,17.51,0.0,52.53,5.88,UPI
ORD-100712,2024-06-15 14:00:00,CUST-1668,Customer 820,22,Female,East,Corporate,Home & Kitchen,Towel Pack,2,22.5,0.05,42.75,7.98,UPI
ORD-100713,2024-07-11 16:00:00,CUST-1005,Customer 58,32,Male,Central,Home Office,Clothing,Jacket,6,73.98,0.05,421.69,117.34,UPI
ORD-100714,2024-11-02 20:00:00,CUST-1576,Customer 252,50,Female,East,Corporate,Electronics,Smartphone,2,706.8,0.1,1272.24,323.52,Credit Card
ORD-100715,2024-08-06 13:00:00,CUST-1310,Customer 315,19,Female,East,Corporate,Electronics,Smartwatch,5,173.98,0.0,869.9,124.41,Credit Card
ORD-100716,2024-01-13 10:00:00,CUST-1758,Customer 808,20,Male,West,Corporate,Clothing,T-Shirt,3,21.2,0.0,63.6,10.74,Net Banking
ORD-100717,2023-12-26 17:00:00,CUST-1349,Customer 329,29,Female,East,Corporate,Home & Kitchen,Towel Pack,1,23.17,0.1,20.85,5.01,Credit Card
ORD-100718,2023-06-22 08:00:00,CUST-1368,Customer 460,57,Female,West,Consumer,Electronics,Tablet,7,361.8,0.2,2026.08,181.46,UPI
ORD-100719,2024-03-13 13:00:00,CUST-1360,Customer 712,59,Female,Central,Home Office,Electronics,Smartwatch,5,195.87,0.0,979.35,278.84,Credit Card
ORD-100720,2023-04-12 20:00:00,CUST-1645,Customer 826,18,Female,South,Consumer,Clothing,Jacket,2,78.31,0.0,156.62,24.18,Cash
ORD-100721,2024-11-10 13:00:00,CUST-1612,Customer 248,32,Female,Central,Home Office,Electronics,Tablet,7,368.45,0.05,2450.19,744.01,UPI
ORD-100722,2024-09-08 16:00:00,CUST-1766,Customer 595,20,Male,West,Corporate,Electronics,Headphones,5,86.34,0.0,431.7,114.22,UPI
ORD-100723,2023-03-29 14:00:00,CUST-1331,Customer 802,18,Female,West,Consumer,Home & Kitchen,Cookware Set,6,110.99,0.0,665.94,169.32,UPI
ORD-100724,2024-07-27 10:00:00,CUST-1672,Customer 242,66,Female,West,Consumer,Clothing,Hoodie,2,42.15,0.05,80.08,23.0,UPI
ORD-100725,2023-03-27 12:00:00,CUST-1003,Customer 849,40,Male,West,Consumer,Home & Kitchen,Blender,1,53.58,0.05,50.9,5.1,Net Banking
ORD-100726,2024-06-10 14:00:00,CUST-1495,Customer 355,59,Female,Central,Corporate,Office Supplies,Printer Paper,1,19.31,0.0,19.31,2.9,UPI
ORD-100727,2023-03-06 09:00:00,CUST-1487,Customer 200,53,Female,West,Consumer,Furniture,Sofa,4,500.04,0.0,2000.16,441.77,UPI
ORD-100728,2023-12-23 13:00:00,CUST-1040,Customer 716,41,Female,Central,Consumer,Home & Kitchen,Cookware Set,6,109.55,0.2,525.84,152.41,UPI
ORD-100729,2024-04-25 13:00:00,CUST-1136,Customer 340,57,Male,West,Consumer,Furniture,Office Chair,7,155.0,0.05,1030.75,318.75,UPI
ORD-100730,2024-06-16 18:00:00,CUST-1779,Customer 374,30,Male,East,Consumer,Electronics,Smartwatch,7,191.89,0.1,1208.91,221.43,UPI
ORD-100731,2023-11-02 09:00:00,CUST-1020,Customer 660,39,Female,Central,Home Office,Home & Kitchen,Coffee Maker,5,73.01,0.0,365.05,107.43,UPI
ORD-100732,2024-11-03 18:00:00,CUST-1404,Customer 200,37,Other,Central,Corporate,Clothing,Hoodie,5,43.42,0.1,195.39,27.25,Net Banking
ORD-100733,2024-07-19 13:00:00,CUST-1621,Customer 242,47,Male,Central,Consumer,Home & Kitchen,Towel Pack,3,23.73,0.1,64.07,6.55,Net Banking
ORD-100734,2023-06-02 16:00:00,CUST-1786,Customer 644,28,Male,East,Home Office,Electronics,Smartphone,1,689.52,0.0,689.52,101.07,UPI
ORD-100735,2024-05-04 15:00:00,CUST-1196,Customer 743,56,Female,Central,Consumer,Home & Kitchen,Cookware Set,2,110.68,0.05,210.29,68.1,UPI
ORD-100736,2024-06-17 11:00:00,CUST-1499,Customer 162,61,Male,South,Home Office,Office Supplies,Notebook,1,3.55,0.05,3.37,0.76,Credit Card
ORD-100737,2023-09-01 20:00:00,CUST-1604,Customer 876,64,Female,East,Home Office,Office Supplies,Stapler,5,13.01,0.0,65.05,13.66,Cash
ORD-100738,2024-06-22 10:00:00,CUST-1723,Customer 45,64,Female,West,Corporate,Home & Kitchen,Blender,4,51.29,0.1,184.64,51.83,UPI
ORD-100739,2024-10-17 08:00:00,CUST-1513,Customer 568,51,Male,West,Corporate,Furniture,Lamp,6,31.15,0.0,186.9,15.46,Net Banking
ORD-100740,2024-08-19 17:00:00,CUST-1186,Customer 378,59,Female,Central,Home Office,Clothing,Sneakers,2,76.15,0.05,144.68,16.2,UPI
ORD-100741,2024-07-10 16:00:00,CUST-1706,Customer 146,53,Female,West,Consumer,Office Supplies,Pen Set,7,7.68,0.2,43.01,4.6,UPI
ORD-100742,2024-04-08 19:00:00,CUST-1755,Customer 704,67,Male,Central,Consumer,Clothing,Hoodie,6,47.89,0.0,287.34,32.43,Credit Card
ORD-100743,2023-07-17 13:00:00,CUST-1286,Customer 2,23,Male,East,Consumer,Home & Kitchen,Blender,7,49.78,0.0,348.46,70.54,UPI
ORD-100744,2024-08-03 08:00:00,CUST-1396,Customer 252,28,Female,East,Consumer,Clothing,Jacket,5,71.59,0.0,357.95,55.76,Credit Card
ORD-100745,2023-09-23 08:00:00,CUST-1520,Customer 369,39,Female,East,Consumer,Electronics,Laptop,3,996.42,0.2,2391.41,698.64,UPI
ORD-100746,2024-01-24 13:00:00,CUST-1665,Customer 623,50,Female,East,Home Office,Electronics,Laptop,5,1009.08,0.0,5045.4,1546.62,Credit Card
ORD-100747,2023-08-18 11:00:00,CUST-1454,Customer 204,64,Female,South,Consumer,Home & Kitchen,Coffee Maker,5,65.11,0.0,325.55,107.34,Credit Card
ORD-100748,2023-08-17 19:00:00,CUST-1599,Customer 48,22,Male,East,Consumer,Home & Kitchen,Coffee Maker,2,81.07,0.05,154.03,20.48,Cash
ORD-100749,2023-04-26 09:00:00,CUST-1626,Customer 696,26,Female,East,Consumer,Home & Kitchen,Towel Pack,1,19.77,0.1,17.79,3.84,UPI
ORD-100750,2024-12-02 19:00:00,CUST-1166,Customer 75,62,Female,South,Consumer,Electronics,Tablet,5,379.62,0.05,1803.2,167.97,Credit Card
ORD-100751,2023-04-18 10:00:00,CUST-1263,Customer 423,34,Male,West,Home Office,Furniture,Sofa,1,410.19,0.2,328.15,47.51,Cash
ORD-100752,2023-03-04 09:00:00,CUST-1675,Customer 601,18,Male,Central,Home Office,Clothing,Sneakers,1,84.35,0.0,84.35,20.76,Credit Card
ORD-100753,2024-11-14 11:00:00,CUST-1479,Customer 569,53,Male,East,Corporate,Clothing,Jacket,1,70.24,0.05,66.73,12.95,Credit Card
ORD-100754,2024-02-10 09:00:00,CUST-1160,Customer 95,63,Male,South,Corporate,Electronics,Smartphone,5,679.77,0.05,3228.91,860.47,Credit Card
ORD-100755,2023-11-16 13:00:00,CUST-1432,Customer 546,64,Female,West,Corporate,Office Supplies,Pen Set,7,6.84,0.0,47.88,14.68,Credit Card
ORD-100756,2024-06-22 12:00:00,CUST-1169,Customer 12,62,Female,East,Consumer,Electronics,Tablet,4,344.32,0.15,1170.69,112.47,Cash
ORD-100757,2023-10-07 14:00:00,CUST-1034,Customer 33,21,Male,Central,Consumer,Office Supplies,Stapler,2,13.13,0.05,24.95,8.32,UPI
ORD-100758,2023-04-04 14:00:00,CUST-1367,Customer 213,25,Male,West,Consumer,Electronics,Headphones,4,69.31,0.0,277.24,25.35,UPI
ORD-100759,2024-06-16 08:00:00,CUST-1027,Customer 637,63,Female,West,Consumer,Electronics,Laptop,4,989.48,0.0,3957.92,1365.68,UPI
ORD-100760,2023-05-09 09:00:00,CUST-1763,Customer 191,54,Female,West,Home Office,Electronics,Headphones,5,78.11,0.0,390.55,98.48,Credit Card
ORD-100761,2024-02-08 10:00:00,CUST-1722,Customer 743,29,Female,West,Corporate,Home & Kitchen,Towel Pack,4,19.97,0.15,67.9,6.23,UPI
ORD-100762,2024-11-23 10:00:00,CUST-1174,Customer 124,38,Male,Central,Consumer,Clothing,Jacket,4,69.67,0.0,278.68,51.91,UPI
ORD-100763,2024-11-14 09:00:00,CUST-1512,Customer 424,62,Male,East,Consumer,Home & Kitchen,Towel Pack,3,21.31,0.15,54.34,8.14,UPI
ORD-100764,2023-09-21 12:00:00,CUST-1309,Customer 433,66,Male,Central,Corporate,Office Supplies,Binder,7,5.52,0.0,38.64,11.42,UPI
ORD-100765,2024-07-23 15:00:00,CUST-1490,Customer 524,64,Female,East,Home Office,Furniture,Office Chair,4,144.02,0.2,460.86,64.92,Credit Card
ORD-100766,2024-03-23 12:00:00,CUST-1417,Customer 343,41,Male,Central,Home Office,Furniture,Lamp,3,37.5,0.1,101.25,30.69,Credit Card
ORD-100767,2023-12-16 12:00:00,CUST-1594,Customer 130,58,Male,East,Corporate,Office Supplies,Binder,1,6.01,0.0,6.01,0.99,Credit Card
ORD-100768,2023-04-13 14:00:00,CUST-1606,Customer 654,20,Female,West,Corporate,Furniture,Bookshelf,5,89.95,0.0,449.75,156.09,UPI
ORD-100769,2023-10-02 15:00:00,CUST-1012,Customer 593,66,Male,West,Consumer,Clothing,Sneakers,3,95.51,0.1,257.88,39.46,Credit Card
ORD-100770,2024-04-20 12:00:00,CUST-1676,Customer 590,29,Other,Central,Consumer,Clothing,T-Shirt,2,17.2,0.0,34.4,9.11,UPI
ORD-100771,2024-12-21 10:00:00,CUST-1185,Customer 845,67,Female,Central,Consumer,Home & Kitchen,Coffee Maker,4,74.76,0.0,299.04,88.53,UPI
ORD-100772,2023-01-04 13:00:00,CUST-1508,Customer 797,18,Male,West,Corporate,Electronics,Laptop,4,988.14,0.1,3557.3,492.49,UPI
ORD-100773,2024-06-07 08:00:00,CUST-1520,Customer 641,66,Male,South,Home Office,Office Supplies,Printer Paper,6,16.7,0.15,85.17,8.56,UPI
ORD-100774,2024-09-09 14:00:00,CUST-1506,Customer 391,45,Female,South,Home Office,Electronics,Tablet,4,362.77,0.1,1305.97,298.85,Credit Card
ORD-100775,2024-11-25 20:00:00,CUST-1574,Customer 14,44,Female,South,Consumer,Electronics,Smartwatch,5,224.54,0.15,954.3,250.8,Net Banking
ORD-100776,2023-11-06 13:00:00,CUST-1104,Customer 196,53,Male,West,Consumer,Clothing,Sneakers,5,88.01,0.05,418.05,125.69,Credit Card
ORD-100777,2023-03-28 09:00:00,CUST-1503,Customer 279,42,Female,East,Consumer,Office Supplies,Notebook,6,4.77,0.1,25.76,3.96,Cash
ORD-100778,2023-07-17 17:00:00,CUST-1300,Customer 267,67,Female,Central,Corporate,Clothing,Hoodie,1,38.34,0.0,38.34,12.1,Credit Card
ORD-100779,2024-09-12 09:00:00,CUST-1328,Customer 858,23,Female,East,Corporate,Electronics,Laptop,3,890.38,0.1,2404.03,786.74,UPI
ORD-100780,2024-10-02 10:00:00,CUST-1117,Customer 57,52,Male,Central,Corporate,Home & Kitchen,Cookware Set,6,115.06,0.05,655.84,190.44,UPI
ORD-100781,2024-04-10 09:00:00,CUST-1471,Customer 601,29,Male,East,Home Office,Home & Kitchen,Towel Pack,1,18.73,0.05,17.79,1.46,Credit Card
ORD-100782,2023-03-31 19:00:00,CUST-1258,Customer 436,19,Female,Central,Corporate,Office Supplies,Binder,4,7.19,0.2,23.01,2.38,Credit Card
ORD-100783,2023-03-31 20:00:00,CUST-1559,Customer 292,51,Male,East,Corporate,Home & Kitchen,Storage Box,3,14.94,0.05,42.58,14.88,UPI
ORD-100784,2023-12-16 15:00:00,CUST-1380,Customer 661,53,Female,South,Home Office,Electronics,Headphones,6,95.25,0.05,542.92,151.02,Cash
ORD-100785,2024-03-05 16:00:00,CUST-1325,Customer 540,24,Male,Central,Corporate,Clothing,Jacket,7,80.89,0.05,537.92,134.07,UPI
ORD-100786,2023-01-24 16:00:00,CUST-1407,Customer 759,55,Male,East,Consumer,Home & Kitchen,Cookware Set,1,139.97,0.0,139.97,45.26,Credit Card
ORD-100787,2024-05-15 15:00:00,CUST-1451,Customer 147,67,Female,West,Consumer,Clothing,Jacket,2,89.14,0.0,178.28,16.17,Credit Card
ORD-100788,2024-02-02 15:00:00,CUST-1541,Customer 244,54,Female,West,Consumer,Clothing,Sneakers,6,89.14,0.2,427.87,121.73,Net Banking
ORD-100789,2023-01-09 20:00:00,CUST-1063,Customer 832,29,Male,South,Consumer,Office Supplies,Printer Paper,2,21.6,0.0,43.2,11.09,Credit Card
ORD-100790,2023-03-11 17:00:00,CUST-1640,Customer 783,22,Female,West,Consumer,Clothing,Jacket,4,83.89,0.05,318.78,98.51,UPI
ORD-100791,2023-11-28 09:00:00,CUST-1135,Customer 351,22,Female,West,Corporate,Clothing,Jacket,7,77.5,0.05,515.38,149.48,Credit Card
ORD-100792,2024-06-11 13:00:00,CUST-1185,Customer 364,50,Male,West,Consumer,Electronics,Laptop,7,917.35,0.15,5458.23,1151.31,UPI
ORD-100793,2024-08-25 20:00:00,CUST-1618,Customer 173,30,Male,Central,Consumer,Electronics,Laptop,7,780.3,0.1,4915.89,487.47,Credit Card
